Material-ID,Chemical_Formula,Temp_critical
S-15396,Y1Ba1.99La0.01Cu3O6.96,92.1
S-2825,Y1Ba1.9Ca0.1Cu3O6.84,85
S-273,Y1Ba1.9Ca0.1Cu4O8,85.4
S-14886,Y1Ba1.9Cs0.1Cu3O6.65,93.45
S-11320,Y1Ba1.9Cu2.9Co0.1O6.92,66
S-16344,Y1Ba1.9Cu2.9Co0.1O7.02,89
S-10037,Y1Ba1.9K0.1Cu3O6.61,92.7
S-15722,Y1Ba1.9K0.1Cu3O6.9,91.5
S-3538,Y1Ba1.9La0.1Cu3.93Zn0.07O8,17.8
S-3703,Y1Ba1.9La0.1Cu3.95Zn0.05O8,33.3
S-11313,Y1Ba1.9La0.1Cu3.972Zn0.028O8,48.7
S-3500,Y1Ba1.9La0.1Cu3O6.5,32.9
S-4216,Y1Ba1.9La0.1Cu3O6.6,50.6
S-14836,Y1Ba1.9La0.1Cu3O6.7,54.5
S-14603,Y1Ba1.9La0.1Cu3O6.73,92.85
S-8580,Y1Ba1.9La0.1Cu3O6.8,57.9
S-12894,Y1Ba1.9La0.1Cu3O6.85,67
S-10420,Y1Ba1.9La0.1Cu3O6.92,90
S-5034,Y1Ba1.9La0.1Cu3O6.975,93.9
S-3256,Y1Ba1.9La0.1Cu3O6.99,90.68
S-7249,Y1Ba1.9La0.1Cu3O7.06,91.9
S-4139,Y1Ba1.9La0.1Cu3O8,64
S-8136,Y1Ba1.9La0.1Cu4O7.8,67.8
S-11602,Y1Ba1.9La0.1Cu4O8,61
S-10490,Y1Ba1.9Rb0.1Cu3O6.52,93.35
S-5856,Y1Ba1.9Sc0.1Cu3O6.55,88.95
S-15599,Y1Ba1.9Sr0.1Cu3O6.89,89
S-548,Y1Ba1.9Sr0.1Cu4O7.9,78
S-6322,Y1Ba1Sr1Cu2.75Sn0.25O7.16,40.9
S-8005,Y1Ba1Sr1Cu2.75Sn0.25O7.163,40.9
S-1551,Y1Ba1Sr1Cu2.85Sn0.15O7.06,63.8
S-15550,Y1Ba1Sr1Cu2.85Sn0.15O7.062,63.7
S-12846,Y1Ba1Sr1Cu2.8Mo0.2O7.3,68
S-1754,Y1Ba1Sr1Cu2.8Sn0.2O7.12,49.8
S-1687,Y1Ba1Sr1Cu2.8Sn0.2O7.122,49.3
S-2315,Y1Ba1Sr1Cu2.95Mo0.05O7.07,85
S-6779,Y1Ba1Sr1Cu2.95Sn0.05O6.96,73.8
S-14003,Y1Ba1Sr1Cu2.975Sn0.025O6.91,76.3
S-7002,Y1Ba1Sr1Cu2.975Sn0.025O6.92,77
S-12168,Y1Ba1Sr1Cu2.9Mo0.1O7.16,86
S-1176,Y1Ba1Sr1Cu2.9Sn0.1O7,69.1
S-11198,Y1Ba1Sr1Cu2.9Sn0.1O7.001,68.6
S-6332,Y1Ba1Sr1Cu3O6.685,34
S-7683,Y1Ba1Sr1Cu3O6.83,58.5
S-14249,Y1Ba1Sr1Cu3O6.88,75.6
S-15595,Y1Ba1Sr1Cu3O6.899,80.2
S-411,Y1Ba1Sr1Cu3O6.9,92
S-12465,Y1Ba1Sr1Cu3O6.91,81
S-10274,Y1Ba1Sr1Cu3O6.93,80.8
S-3333,Y1Ba1Sr1Cu3O6.94,79
S-6527,Y1Ba1Sr1Cu3O6.947,83.3
S-4259,Y1Ba1Sr1Cu3O6.96,83.5
S-12474,Y1Ba1Sr1Cu3O6.98,82.8
S-1390,Y1Ba2.01Cu2.7Co0.3O6.8,36
S-11689,Y1Ba2.01Cu2.806Cr0.194O7.3,62
S-682,Y1Ba2.01Cu2.81Ni0.19O6.7,65
S-6315,Y1Ba2.01Cu3.11O7,86
S-4039,Y1Ba2.02Cu2.18Zn0.82O7,30
S-14547,Y1Ba2.2Cu4O8,80
S-6780,Y1Ba2Cu0.95Zn0.05O7.95,46
S-9848,Y1Ba2Cu0.97Zn0.03O7.95,59
S-257,Y1Ba2Cu1O8,82.25
S-15382,Y1Ba2Cu2.05Al0.95O6.7,63
S-16084,Y1Ba2Cu2.095Al0.095O6.81,83.3
S-4101,Y1Ba2Cu2.3Fe0.7O7.484,60
S-15437,Y1Ba2Cu2.4Fe0.6O7.453,62
S-5206,Y1Ba2Cu2.4Ga0.6O7,63.31
S-5548,Y1Ba2Cu2.4Ni0.6O6.94,66
S-11728,Y1Ba2Cu2.52Al0.48O6.74,68
S-8284,Y1Ba2Cu2.55Ga0.45O7,65.36
S-16159,Y1Ba2Cu2.58Co0.42O7.019,0
S-11983,Y1Ba2Cu2.5Fe0.5O7.35,80
S-12579,Y1Ba2Cu2.5Fe0.5O7.413,80
S-7116,Y1Ba2Cu2.5Ni0.5O7,52.3
S-12947,Y1Ba2Cu2.61Ga0.39O7,64.8
S-6196,Y1Ba2Cu2.64Co0.36O7.03,22
S-14779,Y1Ba2Cu2.64Fe0.36O7,32
S-3966,Y1Ba2Cu2.64Fe0.36O7.12,32
S-7338,Y1Ba2Cu2.67Ga0.33O7,65.64
S-15556,Y1Ba2Cu2.68Fe0.32O6.999,26
S-6459,Y1Ba2Cu2.68Fe0.32O7.343,82
S-10493,Y1Ba2Cu2.697Mn0.303O6.9,63
S-7748,Y1Ba2Cu2.6Al0.4O7,42
S-3804,Y1Ba2Cu2.6Co0.4O7.03,11.3
S-10149,Y1Ba2Cu2.6Fe0.4O7,31
S-3401,Y1Ba2Cu2.6Fe0.4O7.401,82
S-2266,Y1Ba2Cu2.72Ni0.28O7,51
S-8766,Y1Ba2Cu2.73Fe0.27O7.1,69
S-6469,Y1Ba2Cu2.73Ga0.27O7,67.04
S-533,Y1Ba2Cu2.745Fe0.255O7.08,53
S-12767,Y1Ba2Cu2.74Fe0.26O7,55.6
S-7781,Y1Ba2Cu2.75Co0.25O7.06,66.2
S-28,Y1Ba2Cu2.76Co0.24O6.999,50.7
S-3004,Y1Ba2Cu2.76Ga0.24O7,71.79
S-14318,Y1Ba2Cu2.76Ni0.24O7,71.5
S-5787,Y1Ba2Cu2.775Co0.225O6.99,58
S-10942,Y1Ba2Cu2.775Zn0.225O6.93,25
S-9731,Y1Ba2Cu2.79Co0.21O7,22
S-16326,Y1Ba2Cu2.79Ga0.21O7,76.91
S-7263,Y1Ba2Cu2.79Zn0.21O6.95,20
S-648,Y1Ba2Cu2.79Zn0.21O6.97,14.2
S-3998,Y1Ba2Cu2.7Al0.3O6.99,73
S-15901,Y1Ba2Cu2.7Co0.3O6.88,22
S-252,Y1Ba2Cu2.7Co0.3O6.93,16.9
S-2847,Y1Ba2Cu2.7Co0.3O7.11,36
S-3000,Y1Ba2Cu2.7Fe0.3O7.1,69
S-5961,Y1Ba2Cu2.7Fe0.3O7.15,36
S-4902,Y1Ba2Cu2.7Ga0.3O6.93,75
S-16195,Y1Ba2Cu2.7In0.3O6.9,90
S-14563,Y1Ba2Cu2.7Ni0.3O6.88,73
S-219,Y1Ba2Cu2.7Ni0.3O6.9,46
S-1400,Y1Ba2Cu2.7Zn0.3O6.74,45
S-11242,Y1Ba2Cu2.7Zn0.3O6.92,47.2
S-1756,Y1Ba2Cu2.82Al0.18O7,20
S-8826,Y1Ba2Cu2.82Co0.18O7,46
S-9163,Y1Ba2Cu2.82Fe0.18O6.895,87.7
S-11012,Y1Ba2Cu2.82Fe0.18O6.95,75.6
S-10452,Y1Ba2Cu2.82Fe0.18O7,74
S-3247,Y1Ba2Cu2.82Ga0.18O7,79.24
S-15537,Y1Ba2Cu2.82Ni0.18O7,68
S-15867,Y1Ba2Cu2.835Fe0.165O6.98,69.3
S-6965,Y1Ba2Cu2.841Co0.159O6.8,54
S-13805,Y1Ba2Cu2.844Fe0.156O7,57
S-545,Y1Ba2Cu2.84Fe0.16O6.959,53
S-2673,Y1Ba2Cu2.84Fe0.16O7.303,85
S-10209,Y1Ba2Cu2.85Ag0.15O7,90
S-11659,Y1Ba2Cu2.85Co0.15O6.92,71
S-15345,Y1Ba2Cu2.85Co0.15O7.03,65
S-9088,Y1Ba2Cu2.85Fe0.15O7,51
S-12828,Y1Ba2Cu2.85Fe0.15O7.02,76
S-16199,Y1Ba2Cu2.85Ga0.15O7,78.49
S-14573,Y1Ba2Cu2.85Ni0.15O6.78,41.3
S-6588,Y1Ba2Cu2.85Ni0.15O6.84,75
S-1315,Y1Ba2Cu2.85Ni0.15O6.9,73
S-12460,Y1Ba2Cu2.85Ni0.15O6.97,77.2
S-16156,Y1Ba2Cu2.85Zn0.15O6.85,47.6
S-10899,Y1Ba2Cu2.85Zn0.15O6.95,39.2
S-10116,Y1Ba2Cu2.85Zn0.15O6.97,39
S-6250,Y1Ba2Cu2.865Al0.135O7,45
S-6638,Y1Ba2Cu2.87Al0.13O7,45
S-13643,Y1Ba2Cu2.885Zn0.195O7,32.4
S-9263,Y1Ba2Cu2.88Al0.12O7,51
S-12737,Y1Ba2Cu2.88Ga0.12O7,79.89
S-6475,Y1Ba2Cu2.88Ni0.18O7,77.2
S-9767,Y1Ba2Cu2.88Ti0.12O6.88,68.4
S-15712,Y1Ba2Cu2.88Zn0.12O6.92,53
S-4204,Y1Ba2Cu2.88Zn0.12O6.95,64
S-9417,Y1Ba2Cu2.88Zn0.12O7,49.81
S-796,Y1Ba2Cu2.89Al0.11O7,82
S-11587,Y1Ba2Cu2.89Co0.11O7,64
S-15065,Y1Ba2Cu2.8Al0.2O6.91,85
S-13277,Y1Ba2Cu2.8Co0.2O6.83,53
S-8871,Y1Ba2Cu2.8Co0.2O7.04,53
S-11792,Y1Ba2Cu2.8Cr0.2O7,87.5
S-5789,Y1Ba2Cu2.8Fe0.2O6.76,27.8
S-5466,Y1Ba2Cu2.8Fe0.2O6.8,43.9
S-478,Y1Ba2Cu2.8Fe0.2O6.85,57.7
S-16161,Y1Ba2Cu2.8Fe0.2O6.9,58.8
S-14966,Y1Ba2Cu2.8Fe0.2O6.93,49
S-15100,Y1Ba2Cu2.8Ni0.2O6.82,45
S-3082,Y1Ba2Cu2.8Zn0.2O6.79,45
S-6644,Y1Ba2Cu2.8Zn0.2O6.85,30.69
S-3090,Y1Ba2Cu2.8Zn0.2O6.88,54.7
S-10191,Y1Ba2Cu2.902Pt0.098O6.4,81
S-14195,Y1Ba2Cu2.919Zn0.081O6.7,17
S-897,Y1Ba2Cu2.919Zn0.081O6.75,20
S-11781,Y1Ba2Cu2.919Zn0.081O6.8,24
S-14899,Y1Ba2Cu2.919Zn0.081O6.83,28
S-10187,Y1Ba2Cu2.91Fe0.09O6.83,60
S-829,Y1Ba2Cu2.91Ga0.09O7,83.71
S-8705,Y1Ba2Cu2.91Ti0.09O6.9,74.1
S-305,Y1Ba2Cu2.91Zn0.09O6.6,6
S-11957,Y1Ba2Cu2.91Zn0.09O6.65,10
S-11756,Y1Ba2Cu2.91Zn0.09O6.7,20
S-3515,Y1Ba2Cu2.91Zn0.09O6.73,25
S-12516,Y1Ba2Cu2.91Zn0.09O6.75,23
S-3894,Y1Ba2Cu2.91Zn0.09O6.77,30
S-713,Y1Ba2Cu2.91Zn0.09O6.83,45
S-6298,Y1Ba2Cu2.91Zn0.09O6.9,74.6
S-1740,Y1Ba2Cu2.91Zn0.09O6.93,55
S-393,Y1Ba2Cu2.91Zn0.09O6.95,56
S-4841,Y1Ba2Cu2.925Co0.075O6.97,92
S-15951,Y1Ba2Cu2.925Zn0.075O6.85,63.6
S-14164,Y1Ba2Cu2.925Zn0.075O6.94,65
S-14103,Y1Ba2Cu2.92Fe0.08O7,86.2
S-14609,Y1Ba2Cu2.931Zn0.069O6.6,20
S-1834,Y1Ba2Cu2.931Zn0.069O6.7,28
S-10702,Y1Ba2Cu2.93Fe0.03O7,90.1
S-7211,Y1Ba2Cu2.94Al0.06O6,86
S-1669,Y1Ba2Cu2.94Co0.06O7,78.3
S-10638,Y1Ba2Cu2.94Fe0.06H0.4O7,47
S-1249,Y1Ba2Cu2.94Fe0.06H1O7,30
S-5097,Y1Ba2Cu2.94Fe0.06O6.85,85
S-12778,Y1Ba2Cu2.94Fe0.06O6.89,87.5
S-6045,Y1Ba2Cu2.94Fe0.06O6.929,85
S-13425,Y1Ba2Cu2.94Fe0.06O6.954,76.6
S-1988,Y1Ba2Cu2.94Fe0.06O7.254,91
S-1416,Y1Ba2Cu2.94Ga0.06O7,87.99
S-7508,Y1Ba2Cu2.94Li0.06O6.6,26
S-5418,Y1Ba2Cu2.94Ni0.06O6.47,23
S-1881,Y1Ba2Cu2.94Ni0.06O6.56,37.5
S-3670,Y1Ba2Cu2.94Ni0.06O6.6,40.1
S-10694,Y1Ba2Cu2.94Ni0.06O6.64,43.1
S-13549,Y1Ba2Cu2.94Ni0.06O6.7,47.4
S-13153,Y1Ba2Cu2.94Ni0.06O6.78,64.6
S-12012,Y1Ba2Cu2.94Ni0.06O6.9,86.3
S-7818,Y1Ba2Cu2.94Ni0.06O6.94,83.5
S-11375,Y1Ba2Cu2.94Ni0.06O6.97,85
S-11923,Y1Ba2Cu2.94Ni0.06O7.01,85
S-7938,Y1Ba2Cu2.94Ti0.06O6.91,77
S-4268,Y1Ba2Cu2.94Zn0.06O6.59,18.75
S-11460,Y1Ba2Cu2.94Zn0.06O6.65,18.9
S-980,Y1Ba2Cu2.94Zn0.06O6.68,22.5
S-6602,Y1Ba2Cu2.94Zn0.06O6.7,23
S-3622,Y1Ba2Cu2.94Zn0.06O6.73,35
S-6446,Y1Ba2Cu2.94Zn0.06O6.75,37
S-7632,Y1Ba2Cu2.94Zn0.06O6.76,41.1
S-12468,Y1Ba2Cu2.94Zn0.06O6.77,44
S-10444,Y1Ba2Cu2.94Zn0.06O6.83,55
S-14574,Y1Ba2Cu2.94Zn0.06O6.84,60.8
S-15340,Y1Ba2Cu2.94Zn0.06O6.93,75
S-9135,Y1Ba2Cu2.94Zn0.06O6.95,65
S-6681,Y1Ba2Cu2.94Zn0.06O6.96,71
S-5268,Y1Ba2Cu2.94Zn0.06O6.97,67.6
S-1803,Y1Ba2Cu2.94Zr0.06O6.81,92.3
S-15965,Y1Ba2Cu2.955Fe0.045O6.89,72
S-12648,Y1Ba2Cu2.955Fe0.045O6.93,91.4
S-11324,Y1Ba2Cu2.955Ni0.045O6.95,86.2
S-747,Y1Ba2Cu2.955Zn0.045O7,70.1
S-15723,Y1Ba2Cu2.95Al0.05O6.93,91
S-7570,Y1Ba2Cu2.95Al0.05O7,88
S-4550,Y1Ba2Cu2.95Co0.05O6.88,91.2
S-14440,Y1Ba2Cu2.95Co0.05O6.92,94.3
S-10846,Y1Ba2Cu2.95Fe0.05O6.55,17.8
S-700,Y1Ba2Cu2.95Fe0.05O6.6,26.2
S-8939,Y1Ba2Cu2.95Fe0.05O6.64,37.4
S-6836,Y1Ba2Cu2.95Fe0.05O6.69,43.5
S-12341,Y1Ba2Cu2.95Fe0.05O6.73,52.7
S-2518,Y1Ba2Cu2.95Fe0.05O6.79,67.6
S-11815,Y1Ba2Cu2.95Fe0.05O6.84,76.4
S-5697,Y1Ba2Cu2.95Fe0.05O6.9,88.7
S-4879,Y1Ba2Cu2.95Fe0.05O6.92,91.8
S-10285,Y1Ba2Cu2.95Ga0.05O6.69,88
S-9882,Y1Ba2Cu2.95Ni0.05O6.93,80
S-11901,Y1Ba2Cu2.95Ni0.05O6.94,85
S-14514,Y1Ba2Cu2.95Zn0.05O6.47,18
S-7576,Y1Ba2Cu2.95Zn0.05O6.52,23
S-2578,Y1Ba2Cu2.95Zn0.05O6.56,24
S-5951,Y1Ba2Cu2.95Zn0.05O6.62,21
S-404,Y1Ba2Cu2.95Zn0.05O6.63,25
S-3114,Y1Ba2Cu2.95Zn0.05O6.69,25
S-13819,Y1Ba2Cu2.95Zn0.05O6.7,25
S-3779,Y1Ba2Cu2.95Zn0.05O6.72,35
S-14286,Y1Ba2Cu2.95Zn0.05O6.75,48
S-14763,Y1Ba2Cu2.95Zn0.05O6.8,60
S-3192,Y1Ba2Cu2.95Zn0.05O6.85,66.19
S-2141,Y1Ba2Cu2.95Zn0.05O6.94,73.9
S-14520,Y1Ba2Cu2.961Zn0.039O6.7,38
S-10682,Y1Ba2Cu2.961Zn0.039O6.78,42.9
S-1375,Y1Ba2Cu2.96Co0.04O7,91.5
S-5282,Y1Ba2Cu2.975Zn0.025O6.85,72.85
S-15175,Y1Ba2Cu2.975Zn0.025O6.93,82.8
S-5432,Y1Ba2Cu2.9775Zn0.0225O6.93,83
S-11754,Y1Ba2Cu2.979Zn0.021O7,80.2
S-4309,Y1Ba2Cu2.97Co0.03O6.96,92
S-4736,Y1Ba2Cu2.97Ga0.03O7,90.88
S-13476,Y1Ba2Cu2.97Li0.03O6.6,41
S-14489,Y1Ba2Cu2.97Ni0.03O6.94,88.5
S-3567,Y1Ba2Cu2.97Ti0.03O6.92,82
S-3001,Y1Ba2Cu2.97Zn0.03O6.47,29.8
S-13078,Y1Ba2Cu2.97Zn0.03O6.59,38.7
S-90,Y1Ba2Cu2.97Zn0.03O6.63,42.5
S-3067,Y1Ba2Cu2.97Zn0.03O6.67,39.8
S-8109,Y1Ba2Cu2.97Zn0.03O6.68,41
S-2419,Y1Ba2Cu2.97Zn0.03O6.7,50
S-12353,Y1Ba2Cu2.97Zn0.03O6.75,58
S-7549,Y1Ba2Cu2.97Zn0.03O6.76,61.4
S-2073,Y1Ba2Cu2.97Zn0.03O6.77,67
S-1520,Y1Ba2Cu2.97Zn0.03O6.85,77
S-8543,Y1Ba2Cu2.97Zn0.03O6.9,81
S-1352,Y1Ba2Cu2.97Zn0.03O6.93,81
S-11278,Y1Ba2Cu2.97Zn0.03O6.95,81
S-8843,Y1Ba2Cu2.97Zn0.03O6.97,79.1
S-12085,Y1Ba2Cu2.97Zn0.03O6.98,80
S-6808,Y1Ba2Cu2.982Zn0.018O6.75,57.8
S-4500,Y1Ba2Cu2.982Zn0.018O6.78,56
S-9461,Y1Ba2Cu2.982Zn0.018O6.9,89.2
S-9969,Y1Ba2Cu2.985Ni0.015O6.92,90.5
S-685,Y1Ba2Cu2.985Zn0.015O6.95,86
S-12867,Y1Ba2Cu2.988Zn0.012O6.75,62
S-9771,Y1Ba2Cu2.98Co0.02O6.9,93.4
S-6622,Y1Ba2Cu2.98Fe0.02O6.93,90.4
S-13959,Y1Ba2Cu2.98Fe0.02O7,90.7
S-9948,Y1Ba2Cu2.98Ni0.02O6.94,86
S-342,Y1Ba2Cu2.98Ni0.02O6.95,87.5
S-9564,Y1Ba2Cu2.98Zn0.02O7,85
S-2436,Y1Ba2Cu2.98Zr0.02O6.84,90.2
S-2941,Y1Ba2Cu2.98Zr0.2O6.75,89.8
S-9299,Y1Ba2Cu2.9907Zn0.0093O6.95,88
S-16269,Y1Ba2Cu2.9925Zn0.0075O6.92,88
S-9970,Y1Ba2Cu2.993Zn0.007O7,84
S-3416,Y1Ba2Cu2.994Zn0.006O6.63,60
S-2955,Y1Ba2Cu2.9955Zn0.0045O6.95,90
S-12053,Y1Ba2Cu2.99Zn0.01O7,86.5
S-7092,Y1Ba2Cu2.9Al0.1O6.93,92
S-1946,Y1Ba2Cu2.9Al0.1O7,75
S-6512,Y1Ba2Cu2.9Al0.1O7.1,85
S-1987,Y1Ba2Cu2.9Co0.1O6.82,73
S-1173,Y1Ba2Cu2.9Co0.1O6.89,55.3
S-12123,Y1Ba2Cu2.9Fe0.1O6.62,4.2
S-11167,Y1Ba2Cu2.9Fe0.1O6.64,20.5
S-4410,Y1Ba2Cu2.9Fe0.1O6.7,28.5
S-1857,Y1Ba2Cu2.9Fe0.1O6.72,33
S-6868,Y1Ba2Cu2.9Fe0.1O6.75,37.4
S-2202,Y1Ba2Cu2.9Fe0.1O6.8,50.55
S-4717,Y1Ba2Cu2.9Fe0.1O6.85,63.8
S-11010,Y1Ba2Cu2.9Fe0.1O6.9,74.9
S-1064,Y1Ba2Cu2.9Fe0.1O6.929,71
S-15570,Y1Ba2Cu2.9Fe0.1O7,80.5
S-4220,Y1Ba2Cu2.9Fe0.1O7.293,87
S-13867,Y1Ba2Cu2.9Ga0.1O6.8,81
S-4856,Y1Ba2Cu2.9Ni0.1O6.56,4.3
S-2638,Y1Ba2Cu2.9Ni0.1O6.61,20.5
S-6857,Y1Ba2Cu2.9Ni0.1O6.71,29
S-11797,Y1Ba2Cu2.9Ni0.1O6.77,44
S-4850,Y1Ba2Cu2.9Ni0.1O6.85,54.5
S-1063,Y1Ba2Cu2.9Ni0.1O6.87,55
S-6748,Y1Ba2Cu2.9Ni0.1O6.88,69.5
S-3751,Y1Ba2Cu2.9Ni0.1O6.92,80.5
S-12841,Y1Ba2Cu2.9Ni0.1O6.93,72.5
S-4875,Y1Ba2Cu2.9Ni0.1O6.95,70
S-7762,Y1Ba2Cu2.9Sn0.1O7.28,90
S-2355,Y1Ba2Cu2.9Zn0.1O6.81,55
S-1134,Y1Ba2Cu2.9Zn0.1O6.85,50.08
S-9139,Y1Ba2Cu2.9Zn0.1O6.88,4.3
S-10053,Y1Ba2Cu2.9Zn0.1O6.93,23
S-5069,Y1Ba2Cu2.9Zn0.1O6.94,56.95
S-13713,Y1Ba2Cu2.9Zn0.1O6.99,43.5
S-8519,Y1Ba2Cu2.9Zn0.1O7,51.5
S-1300,Y1Ba2Cu3.7Zn0.3O8,22.5
S-15088,Y1Ba2Cu3.84Co0.16O8,54.3
S-9397,Y1Ba2Cu3.84Ga0.16O8,71.25
S-948,Y1Ba2Cu3.84Zn0.16O8,31.5
S-16046,Y1Ba2Cu3.85O6.85,93
S-4090,Y1Ba2Cu3.88Ga0.12O8,73.5
S-15999,Y1Ba2Cu3.8Co0.2O8,50
S-1752,Y1Ba2Cu3.8Fe0.2O8,64
S-12506,Y1Ba2Cu3.8Ga0.2O8,70.25
S-6863,Y1Ba2Cu3.924Zn0.076O8,30.1
S-13607,Y1Ba2Cu3.925Fe0.075O8,44.2
S-5865,Y1Ba2Cu3.925Zn0.075O8,25
S-3219,Y1Ba2Cu3.928Zn0.072O8,31
S-3941,Y1Ba2Cu3.92Ga0.08O8,74.5
S-2842,Y1Ba2Cu3.92Mn0.08O8,41.6
S-2406,Y1Ba2Cu3.938Zn0.062O8,47
S-9148,Y1Ba2Cu3.939Ni0.061O8,63.5
S-13282,Y1Ba2Cu3.94Zn0.06O8,39.6
S-15155,Y1Ba2Cu3.956Zn0.044O8,56.8
S-7139,Y1Ba2Cu3.95Zn0.05O8,47.25
S-5684,Y1Ba2Cu3.964Ni0.036O8,63
S-6968,Y1Ba2Cu3.96Ga0.04O8,77.5
S-14429,Y1Ba2Cu3.96Mn0.04O8,62.8
S-3916,Y1Ba2Cu3.96Zn0.06O8,50.1
S-5090,Y1Ba2Cu3.972Zn0.028O8,63
S-10087,Y1Ba2Cu3.975Fe0.025O8,64.6
S-12911,Y1Ba2Cu3.976Zn0.024O8,63
S-9497,Y1Ba2Cu3.97Ni0.03O8,70.4
S-6276,Y1Ba2Cu3.985Zn0.015O7.95,70
S-4865,Y1Ba2Cu3.987Fe0.013O8,70.15
S-16141,Y1Ba2Cu3.98Co0.02O8,73.3
S-3033,Y1Ba2Cu3.98Fe0.02O8,70.5
S-13170,Y1Ba2Cu3.98Ga0.02O8,77.75
S-9921,Y1Ba2Cu3.98Ni0.02O8,68.81
S-8243,Y1Ba2Cu3.996Ni0.004O8,78
S-332,Y1Ba2Cu3.99Ni0.01O8,78.4
S-185,Y1Ba2Cu3.99Zn0.01O8,73.3
S-10581,Y1Ba2Cu3.9Ni0.1O8,52.6
S-6318,Y1Ba2Cu3Br0.9O6.2,92
S-10145,Y1Ba2Cu3Cl1O6,72
S-8352,Y1Ba2Cu3F0.15O6.7,89.5
S-11426,Y1Ba2Cu3F0.1O6.7,71
S-12397,Y1Ba2Cu3F0.1O7,91
S-4704,Y1Ba2Cu3F0.25O6.7,91
S-7540,Y1Ba2Cu3F0.29O6.7,91
S-12585,Y1Ba2Cu3F0.2O7,91
S-8757,Y1Ba2Cu3F0.38O6.7,91
S-10491,Y1Ba2Cu3F0.76O6,35
S-765,Y1Ba2Cu3F0.825O,90.5
S-15134,Y1Ba2Cu3F1.11O6,45
S-14204,Y1Ba2Cu3F1.26O6,55
S-8042,Y1Ba2Cu3F1.46O6,55
S-12738,Y1Ba2Cu3F1.65O5.675,90.3
S-7196,Y1Ba2Cu3H0.06O6.91,92.8
S-2663,Y1Ba2Cu3H0.08O7,88
S-3316,Y1Ba2Cu3H0.13O7,93.5
S-10804,Y1Ba2Cu3H0.14O6.91,90.95
S-9319,Y1Ba2Cu3H0.14O7,92.5
S-11147,Y1Ba2Cu3H0.16O6.54,47.9
S-14315,Y1Ba2Cu3H0.19O7,93.5
S-2588,Y1Ba2Cu3H0.1O6.765,73
S-12477,Y1Ba2Cu3H0.1O6.795,75
S-1870,Y1Ba2Cu3H0.21O7,86
S-3614,Y1Ba2Cu3H0.24O6.765,68
S-6655,Y1Ba2Cu3H0.27O6.91,91.1
S-7941,Y1Ba2Cu3H0.2O6.795,72.5
S-2032,Y1Ba2Cu3H0.2O6.98,94.5
S-6829,Y1Ba2Cu3H0.31O6.54,47.3
S-895,Y1Ba2Cu3H0.32O6.91,91.25
S-11180,Y1Ba2Cu3H0.34O7,66
S-15152,Y1Ba2Cu3H0.38O7,93.8
S-2196,Y1Ba2Cu3H0.49O7,93.6
S-1274,Y1Ba2Cu3H0.52O6.91,91.7
S-11697,Y1Ba2Cu3H0.53O6.54,43.8
S-1280,Y1Ba2Cu3H0.64O6.54,42.05
S-2957,Y1Ba2Cu3H0.69O6.91,85.7
S-16359,Y1Ba2Cu3H0.6O6.91,86.5
S-1307,Y1Ba2Cu3H0.91O6.91,91.4
S-15763,Y1Ba2Cu3H0.92O6.91,80.8
S-1799,Y1Ba2Cu3H1.15O6.91,76.7
S-2082,Y1Ba2Cu3H1.4O6.98,92
S-12573,Y1Ba2Cu3H1O7,93.2
S-102,Y1Ba2Cu3Li0.02O7,91.18
S-6444,Y1Ba2Cu3Li0.08O7,89.2
S-12407,Y1Ba2Cu3Li0.1O7,88.91
S-1476,Y1Ba2Cu3Li0.3O7,86
S-12981,Y1Ba2Cu3Li0.5O7,83.79
S-7929,Y1Ba2Cu3O4,92
S-6772,Y1Ba2Cu3O4.86,93.2
S-11243,Y1Ba2Cu3O6.29,21.9
S-6404,Y1Ba2Cu3O6.346,12.3
S-10858,Y1Ba2Cu3O6.375,19
S-11920,Y1Ba2Cu3O6.409,26
S-15039,Y1Ba2Cu3O6.46,45
S-11189,Y1Ba2Cu3O6.51,45.4
S-1473,Y1Ba2Cu3O6.516,58.2
S-6270,Y1Ba2Cu3O6.546,59.4
S-3787,Y1Ba2Cu3O6.556,58.95
S-6198,Y1Ba2Cu3O6.57,56.1
S-3229,Y1Ba2Cu3O6.59,60.77
S-7367,Y1Ba2Cu3O6.602,59.4
S-6515,Y1Ba2Cu3O6.61,59.63
S-10670,Y1Ba2Cu3O6.64,59.53
S-12616,Y1Ba2Cu3O6.666,60.5
S-16321,Y1Ba2Cu3O6.702,69
S-13511,Y1Ba2Cu3O6.71,61.97
S-1036,Y1Ba2Cu3O6.729,56.8
S-8037,Y1Ba2Cu3O6.765,75.8
S-387,Y1Ba2Cu3O6.773,71.2
S-7023,Y1Ba2Cu3O6.791,86.9
S-6652,Y1Ba2Cu3O6.795,82.5
S-4137,Y1Ba2Cu3O6.82,88.65
S-7272,Y1Ba2Cu3O6.821,91.1
S-7985,Y1Ba2Cu3O6.828,88
S-4260,Y1Ba2Cu3O6.829,57.7
S-1021,Y1Ba2Cu3O6.838,84.8
S-2510,Y1Ba2Cu3O6.852,89.2
S-16315,Y1Ba2Cu3O6.858,87.4
S-2482,Y1Ba2Cu3O6.861,80.5
S-6585,Y1Ba2Cu3O6.869,90
S-10177,Y1Ba2Cu3O6.876,78.1
S-4155,Y1Ba2Cu3O6.88,89.62
